TOT CHKOUT,TITLE,AUTHOR,PUBLISHER,CREATED(ITEM),AGE
5,"Wake up, sleeping beauty. 5 / [story & art by] Megumi Morino   translation Alethea and Athena Nibley   lettering, Lys Blakeslee.","Morino, Megumi, author, artist.","New York : Kodansha Comics, an imprint of Kodansha USA Publishing, LLC, [2018];""Â©2018""",2020,YA
5,"Wake up, sleeping beauty. 6 / Megumi Morino   translation, Alethea and Athena Nibley   lettering, Lys Blakeslee.","Morino, Megumi, author, artist.","New York : Kodansha Comics, an imprint of Kodansha USA Publishing, LLC, [2018];""Â©2018""",2020,YA
4,"Ouran High School host club. 10 / [story and art by] Bisco Hatori   [translation & English adaptation, RyoRca & John Werry].","Hatori, Bisco, author, artist.","San Francisco : Viz Media, [2008]",2020,YA
4,"Ouran High School host club. 16 / [story and art by] Bisco Hatori   [translation, Su Mon Han   touch-up art & lettering, Gia Cam Luc].","Hatori, Bisco, author.","San Francisco : VIZ Media, [2011]",2020,YA
4,"Ouran High School host club. 18 / [story and art by] Bisco Hatori   [translation, Su Mon Han   touch-up art & lettering, Gia Cam Luc].","Hatori, Bisco, author.","San Francisco : VIZ Media, [2012]",2020,YA
4,"Ouran High School host club. 4 / [story & art by] Bisco Hatori   [translation & English adaptation, Naomi Kokubo & Eric-Jon RÃ¶ssel Waugh   touch-up art & lettering, George Caltsoudas].","Hatori, Bisco, author.","San Francisco : VIZ Media, 2005.",2020,YA
4,"Ouran High School host club. 6  [story & art by] Bisco Hatori   [translation & English adaptation, Naomi Kokubo & Eric-Jon RÃ¶ssel Waugh   touch-up art & lettering, George Caltsoudas].","Hatori, Bisco, author, artist.","San Francisco : VIZ Media, 2006.",2020,YA
4,"Ouran High School host club. 7 / [story and art by] Bisco Hatori   [translation & English adaptation, Naomi Kokubo, Eric-Jon Rossel Waugh].","Hatori, Bisco, author, artist.","San Francisco : Viz Media, LLC, 2006.",2020,YA
3,"Ouran High School host club. 11 / Bisco Hatori   [translation & English adaptation, Masumi Matsumoto].","Hatori, Bisco, author, artist.","San Francisco : Viz Media, 2008.",2020,YA
3,"Ouran High School Host Club. 17 / [story and art by] Bisco Hatori   [translation, Su Mon Han].","Hatori, Bisco, author.","San Francisco, Calif. : Viz Media, 2011.;""Â©2010.""",2020,YA
3,"Ouran High School host club. 5 / [story and art by] Bisco Hatori   [translation & English adaptation, Naomi Kokubo & Eric-Jon RÃ¶ssel Waugh   touch-up art & lettering, George Caltsoudas].","Hatori, Bisco, author.","San Francisco : Viz Media, [2005]",2020,YA
3,"Ouran High School host club. 9 / [story and art by] Bisco Hatori  [translation & English adaptation, RyoRca & John Werry].","Hatori, Bisco, author, artist.","San Francisco : Viz Media, 2007.",2020,YA
2,"Astra lost in space. Volume 5, Friend-ship / story and art by Kenta Shinohara   translation, Adrienne Beck   touch-up art & lettering, Annaliese Christman.","Shinohara, Kenta, 1974- author, illustrator.","San Francisco : VIZ Media LLC, 2018.",2020,YA
1,"Astra, lost in space. Volume 3, Secrets / story and art by Kenta Shinohara   translation, Adrienne Beck   touch-up art & lettering, Annaliese Christman.","Shinohara, Kenta, 1974- author, artist.","San Francisco, CA : Viz Media, LLC, 2018.;""Â©2016.""",2020,YA
0,"Astra lost in space. Volume 4, Revelation / Kenta Sinohara   translation/Adrienne Beck   touch-up art & lettering/Annaliese Christman.","Shinohara, Kenta, 1974- author, artist.","San Francisco, CA : VIZ Media, LLC, 2018.",2020,YA
36,The cardboard kingdom / by Chad Sell.,"Sell, Chad, author, artist.","New York : Alfred A. Knopf, [2018];""Â©2018""",2020,J
12,LEGO Ninjago: Masters of Spinjitzu. Ghost ninja / story and art by Blue Ocean.,"Blue Ocean Entertainment, author, illustrator.","New York : Little, Brown and Company, 2016.",2020,J
9,"Miles Morales. Vol. 1, Straight out of Brooklyn / Saladin Ahmed, writer Javier Garron artist David Curiel, color artist VC's Cory Petit, letterer.","Ahmed, Saladin, author.","New York, NY : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2019];""Â©2019.""",2020,YA
11,"The wolf in underpants freezes his buns off / Wilfrid Lupano, Mayana ItoÃ¯z and Paul Cauuet.","Lupano, Wilfrid, 1971-, author.","Minneapolis : Graphic Universe, 2020.",2020,J
5,"City. 6 / Keiichi Arawi   [translation, Jenny McKeon].","Arawi, Keiichi, 1977- author, artist.","New York, NY : Vertical Comics, 2019.",2020,YA
17,I will judge you by your bookshelf / Grant Snider.,"Snider, Grant, author, artist.","New York : Abrams ComicArts, 2020.",2020,YA
6,Blankets : a graphic novel / by Craig Thompson.,"Thompson, Craig, 1975- author, illustrator.","Montreal, QuÃ©bec : Drawn & Quarterly, 2016.",2020,YA
5,"City. 5 / Keiichi Arawi   translation, Jenny McKeon.","Arawi, Keiichi, 1977- writer, artist.","New York, NY : Vertical Comics, 2019.;""Â©2019.""",2020,YA
5,Department of mind-blowing theories / cartoons by Tom Gauld.,"Gauld, Tom, author, illustrator.","[Montreal, Quebec] : Drawn & Quarterly, 2020.",2020,YA
3,"Children of the sea. 4 / [story and art by] Daisuke Igarashi   [translation, JN Productions   touch-up art & lettering, Jose Macasocol].","Igarashi, Daisuke, author, artist.","San Francisco, CA : Viz, 2010.",2020,YA
2,"Children of the sea. 2 / [story and art by] Daisuke Igarashi   [translation, JN Productions   touch-up art & lettering, Jose Macasocol].","Igarashi, Daisuke, author.","San Francisco, CA : Viz, 2009.",2020,YA
2,"Children of the sea. 3 / Daisuke Igarashi   [translation, JN Productions   touch-up & lettering, Jose Macasocol].","Igarashi, Daisuke, author.","San Francisco : VIZ Media, [2010]",2020,YA
2,Drawing the vote : an illustrated guide to voting in America / written by Tommy Jenkins   illustrated by Kati Lacker   foreword by Martha S. Jones.,"Jenkins, Tommy, 1972-, author.","New York : Abrams ComicArts, 2020.",2020,YA
1,"Elfquest/ Book 2 / Wendy & Richard Pini   art by Wendy Pini, colors by Wendy Pini with Glynis Wein   with commentary by Andre Norton ... [and others]","Pini, Wendy, author.","Virginia Beach, VA. : Donning, 1982.",2020,YA
1,"Elfquest/ Book 3 / Wendy & Richard Pini   art by Wendy Pini, colors by Wendy Pini with Glynis Wein   with commentary by Andre Norton ... [and others]","Pini, Wendy, author.","Virginia Beach, VA. : Donning, 1983.",2020,YA
1,"Elfquest/ Book 4 / Wendy & Richard Pini   art by Wendy Pini, colors by Wendy Pini with Glynis Wein   with commentary by Andre Norton ... [and others]","Pini, Wendy, author.","Virginia Beach, VA. : Donning, 1984.",2020,YA
1,"Elfquest/ Book 5: Siege at blue mountain / .by Wendy and Richard Pini   coloring by Chelsea Animation Studio, New York   supervised by Wendy Pini.","Pini, Wendy, author.","Poughkeepsie, New York : Father Tree Press,  1988.",2020,YA
2,"Spider-Man. Velocity / writer, Dennis Hopeless Hallum artist, Emilio Laiso colorist, Rachelle Rosenberg letterer, VC's Travis Lanham.","Hopeless, Dennis, author.","New York, NY : Marvel Worldwide, Inc., [2019];""Â©2019.""",2020,YA
1,Spectacle. Book two / Megan Rose Gedris.,"Salarian, Ro, 1986- author, illustrator.","Portland, OR : ONI Press, 2019.",2020,YA
1,"The Avant-Guards. Volume two / created and written by Carly Usdin illustrated by Noah Hayes with inks by Tasha Neva & Jenna Ayoub colored by Rebecca Nalty with Keiran Quigley and Eleonora Bruni lettered by Ed Dukeshire.;""Avante-Guards. Volume 2""","Usdin, Carly, author.","Los Angeles, CA : BOOM! Box, a division of Boom Entertainment, Inc., [2020]",2020,YA
1,The jungle / Upton Sinclair adapted and Illustrated by Kristina Gehrmann.,"Gehrmann, Kristina, author, illustrator.","California : Ten Speed Press, [2019];""Â©2019""",2020,YA
0,"Smooth criminals. [Volume 2], Crime heals all wounds / [created by Kurt Lustgarten & Kirsten 'Kiwi' Smith written by Kurt Lustgarten, Kirsten 'Kiwi' Smith & Amy Roy illustrated by Leisha Riddel with additional inks by Raven Warner colored by Brittany Peer, Jamie Loughran, Joana Lafuente & Gonã¡¬o Lopes lettered by Ed Dukeshire].","Lustgarten, Kurt, author.","Los Angeles : BOOM! Box, 2019.",2020,YA
0,"Spill zone. Book 2, The broken vow / [author], Scott Westerfield [illustrator], Alex Puvilland colors by Hilary Sycamore.","Westerfeld, Scott, author.","New York : First Second, 2018.",2020,YA
12,"Paper girls. 6 / Brian K. Vaughan, writer Cliff Chiang, artist Matt Wilson, colors Jared K. Fletcher, letters.","Vaughan, Brian K. author.","Portland, OR: Image Comics, [2019];""Â©2019""",2020,YA
8,Mech cadet Yu. Volume two / written by Greg Pak illustrated by Takeshi Miyazawa colored by Triona Farrell lettered by Simon Bowland.,"Pak, Greg, author.","Los Angeles : Boom! Studios, 2019.",2020,YA
7,Kong of Skull Island volume one / written by James Asmus illustrated by Carlos Magno colors by Brad Simpson letters by Ed Dukeshire.,"Asmus, James, author.","Los Angeles, CA : BOOM! Studios, 2017.",2020,YA
7,"Mech Cadet Yu. Volume three / written by Greg Pak illustrated by Takeshi Miyazawa colored by Jessica Kholinne, RaÃºl Angulo lettered by Simon Bowland.","Pak, Greg, author.","Los Angeles, CA : BOOM! Studios, 2019.",2020,YA
6,Camp spirit / Axelle Lenoir + colors by Cab translation by Pablo Strauss and Aleshia Jensen.,"Lenoir, Axelle, author, illustrator.","Marietta, GA : Top Shelf Productions, [2020];""Â©2020""",2020,YA
6,"Naomi. Season one / Brian Michael Bendis, David F. Walker, writers Jamal Campbell, artist Josh Reed, Carlos M. Mangual, letterers Jamal Campbell, collection and original series cover artist.","Bendis, Brian Michael, writer.","Burbank, CA : DC Comics, [2019];""Â©2019""",2020,YA
5,"Blackwood. 1 / written by Evan Dorkin art by Veronica and Andy Fish cover by Veronica Fish chapter breaks by Veronica Fish, Becky Cloonan, Declan Shalvey and Jordie Bellaire, Tyler Crook, and David RubÃ­n.","Dorkin, Evan, writer.","Milwaukie, OR : Dark Horse Books, 2018.",2020,YA
4,"Ms. Marvel. Vol. 1, Destined / writer, Saladin Ahmed penciler, Minkyu Jung inker, Juan Vlasco with Minkyu Jung (#5-6) colorist, Ian Herring letterer, VC's Joe Caramagna cover art, Eduard Petrovich.","Ahmed, Saladin, author.","New York, New York : Marvel Worldwide, Inc., a subsidiary of Marvel Entertainment, LLC, [2019];""Â©2019""",2020,YA
4,"Ronin Island. Volume one, Together in strength / written by Greg Pak illustrated by Giannis Milonogiannis colored by Irma Kniivila letterered by Simon Bowland.","Pak, Greg, author, creator.","Los Angeles, CA : BOOM! Studios, 2019.",2020,YA
4,The black mage / written by Daniel Barnes illustrated and colored by D.J. Kirkland lettered by Hassan Otsmane-Elhaou.,"Barnes, Daniel (Daniel Howard), author.","Portland, OR : Oni Press, 2019.",2020,YA
4,"The lost carnival : a Dick Grayson graphic novel / author, Michael Moreci illustrator, Sas Milledge with Phil Hester colorist, David Calderon letterer, Steve Wands.","Moreci, Michael, author.","Burbank, CA : DC Comics, [2020]",2020,YA
3,"Injustice vs. Masters of the Universe / Tim Seeley, writer Freddie E. Williams II, artist Jeremy Colwell, Andrew Dalhouse, colorists Wes Abbott, letterer.","Seeley, Tim, writer.","Burbank, CA : DC Comics, [2019];""Â©2019""",2020,YA
3,Siberian haiku / written by Jurga VilÄ— illustrated by Lina Itagaki translated by JÅ«ra AviÅ¾ienis [and Jurga VilÄ—].,"VilÄ—, Jurga, 1977- author, translator.","London : SelfMadeHero, 2020.",2020,YA
2,"Middlewest. Book two / story, Skottie Young art, Jorge Corona colors, Jean-Francois Beaulieu lettering, Nate Piekos of Blambot.","Young, Skottie, author.","Berkeley : Image Comics, 2019.",2020,YA
2,Penny Nichols / written by M.K. Reed & Greg Means art by Matt Wiegle.,"Reed, M. K., author.","San Diego : IDW Publishing, [2019];""Â©2019""",2020,YA
2,"The unstoppable Wasp : unlimited. [2], G.I.R.L. vs. A.I.M. / Jeremy Whitley, writer Alti Firmansyah (#6-7) & Gurihiru (#8-10), art Espen Grundetjern (#6-7) & Gurihiru (#8-10), color art VC's Joe Caramagna, letterer , Stacey Lee, cover art.","Whitley, Jeremy, author.","New York, NY : Marvel Worldwide, Inc., 2019.",2020,YA
1,"Cats of the Louvre / by Taiyo Matsumoto translation & English adaptation, Michael Arias touch-up art & lettering, Deron Bennett.","Matsumoto, TaiyÅ, 1967- author, artist.","San Francisco, CA : VIZ Media, [2019];""Â©2019""",2020,YA
1,"Ironheart. Vol. 2, Ten rings / Eve Ewing, writer Luciano Vecchio, artist Geoffo, layouts Matt Milla, colorist VC's Clayton Cowles, letterer.","Ewing, Eve L., author.","New York, NY : Marvel Worldwide, Inc., [2019];""Â©2019""",2020,YA
1,"Riverdale. Season three : untold comic tales from the hit tv series on CW. / written by Micol Ostow with art by Thomas Pitilli, Joe Eisma, Andre Szymanowicz, Matt Herms, Janice Chiang and John Workman.","Ostow, Micol, author.","[Pelham, New York] : Archie Comic Publications, [2019];""Â©2019.""",2020,YA
1,"Sabrina the Teenage Witch, [1] / story by Kelly Thompson art by Veronica Fish and Andy Fish lettering by Jack Morelli.","Thompson, Kelly, 1976- author.","[New York] : Archie Comics Publications, 2020.",2020,YA
1,The Highest House / writer: Mike Carey artist & letterer: Peter Gross colorist: Fabien Alquier.,"Carey, Mike, 1959- author.","San Diego, CA : IDW Publishing 2018.",2020,YA
1,The merchant of Venice : a play / by William Shakespeare adapted and illustrated by Gareth Hinds.,"Hinds, Gareth, 1971-","Cambridge, Mass. : Candlewick Press, 2008.",2020,YA
1,"The quest of Ewilan. Book two, Akiro / based on the novel by Pierre Bottero adaptation Lylian art Laurence Baldetti coloring LoÃ¯c Chevallier edited by Dean Mullaney translation Edward Gauvin.","Lylian, 1975- author.","San Diego, CA : Euro Comics, an imprint of IDW Publishing, 2019.",2020,YA
0,Hotel dare / created & written by Terry Blas illustrated by Claudia Aguirre letters by Mike Fiorentino.,"Blas, Terry, author.","Los Angeles, CA : KaBOOM! a division of Boom Entertainment, Inc., 2019.",2020,YA
0,Ninja : the most dangerous game. Volume 1 / Tyler Ninja Blevins and Justin Jordan art by Felipe MagaÃ±a.,"Blevins, Tyler, 1991- author.","California : Ten Speed Press, [2019];""Â©2019""",2020,YA
44,Baloney and friends / Greg Pizzoli.,"Pizzoli, Greg, author, illustrator.","New York, New York : Disney-Hyperion, 2020.",2020,J
32,"Shirley & Jamila. 1, Shirley & Jamila save their summer / Gillian Goerz.","Goerz, Gillian, author, illustrator.","New York : Dial Books for Young Readers, [2020]",2020,J
30,"Battle station prime. Book 4, The spirit in the stone : an unofficial graphic novel for Minecrafters / Cara J. Stevens   illustrated by Sam Needham.","Stevens, Cara J., author.","New York : Sky Pony Press, [ 2020];""Â©2020""",2020,J
21,Mister invincible : local hero / Pascal Jousselin   edited by Mike Kennedy.,"Jousselin, Pascal, 1973-, author, artist.","Burbank : Magnetic Press, 2020.",2020,J
15,"The Weirn Books.  Vol. 1,  Be wary of the Silent Woods / Svetlana Chmakova.","Chmakova, Svetlana, 1979- author.","New York, NY : Jy, Simon & Schuster Publishing, 2020.",2020,J
8,"Miss Kobayashi's dragon maid. 8 / story & art by coolkyousinnjya   translation, Jenny McKeon   adaptation, Shanti Whitesides   lettering, Jennifer Skarupa.","Coolkyousinnjya (Manga author), author, artist.","[Los Angeles] : Seven Seas Entertainment, [2019]",2020,YA
6,"Millennium snow. Volumes 1-2 / story & art by Bisco Hatori   translation & English adaptation, Honyaku Center   touch-up art & lettering, Gia Cam Luc.","Hatori, Bisco, author.","San Francisco : Viz Media, 2014.",2020,YA
6,"Sword art online. Progressive. 2 / art, Kiseki Himura   original story, Reki Kawahara   character design, abec   [translation, Stephen Paul].","Kawahara, Reki, author.","New York, NY : Yen Press, 2015.",2020,YA
4,Millennium snow. Volumes 3-4 / story and art by Bisco Hatori   translation & English adaptation/Honyaku Center   touch-up art & lettering/Gia Cam Luc.,"Hatori, Bisco, author, artist.","San Francisco, CA : VIZ Media, LLC, [2015];""Â©2013""",2020,YA
4,"Miss Kobayashi's dragon maid. Elma's office lady diary.  1./ story by coolkyousinnjya   art by Ayami Kazama, translation, Jenny McKeon   adaptation, Shanti Whitesides.","Coolkyousinnjya (Manga author), author, artist.","[Los Angeles, California] : Seven Seas Entertainment, [2019];""Â©2018.""",2020,YA
3,"Deadly class. [1], 1987, Reagan youth / Rick Remender, writer Wes Craig, artist Lee Loughridge, colorist Rus Wooton, letterer Sebastian Girner, editor.","Remender, Rick, author.","Berkeley : Image Comics, 2018.;""Â©2014""",2020,YA
3,"Laid-back camp. 7 / Afro   translation, Amber Tamosaitis   lettering, DK.","Afro (Manga artist), author, illustrator.","New York, NY : Yen Press, [2019];""Â©2019.""",2020,YA
3,"Sword art online. Progressive. 6 / art, Kiseki Himura   original story Reki Kawahara   character design, abec   translation: Stephen Paul   lettering: Brndn Blakeslee.","Kawahara, Reki, author.","New York : Yen Press, 2018.",2020,YA
2,"Deadly class. [2], 1988, Kids of the black hole / Rick Remender, writer Wes Craig, artist Lee Loughridge, colorist Rus Wooton, letterer Sebastian Girner, editor.","Remender, Rick, author.","Berkeley, California : Image Comics, [2019];""Â©2015.""",2020,YA
